customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00796,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,62.64690872079477,313.23,Yes
CUST00797,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,102.67550036917027,3388.29,No
CUST00798,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.3472535748836,341.39,Yes
CUST00799,Male,0,No,Yes,8,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,No,Electronic check,72.00895139029645,576.07,No
CUST00800,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,43.8746050465725,921.37,No
CUST00801,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,91.38114416430234,1462.1,No
CUST00802,Female,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),94.79832411803655,1137.58,No
CUST00803,Male,0,No,Yes,45,No,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,118.6794717675509,5340.58,No
CUST00804,Male,0,Yes,No,4,Yes,No,No,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),63.7302600904322,254.92,No
CUST00805,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,75.11434548229744,2028.09,No
CUST00806,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.67583757941469,224.03,No
CUST00807,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,18.0,342.0,No
CUST00808,Male,0,Yes,No,40,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.57608127078285,3463.04,No
CUST00809,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.0217563662297,924.26,Yes
CUST00810,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,54.07184152700781,1351.8,No
CUST00811,Male,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),44.65330683583453,1518.21,No
CUST00812,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,36.53514422722556,73.07,No
CUST00813,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.91936354733782,1942.06,No
CUST00814,Female,1,No,Yes,50,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,48.05339696414325,2402.67,No
CUST00815,Female,1,No,No,17,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,78.06486066963295,1327.1,No
CUST00816,Male,0,No,No,4,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,63.17388669052685,252.7,No
CUST00817,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.08778063253364,144.18,No
CUST00818,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),98.02651209757778,588.16,Yes
CUST00819,Female,0,Yes,No,2,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.24727310884634,156.49,Yes
CUST00820,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,75.95386067067551,1063.35,No
CUST00821,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Credit card (automatic),51.67002664519673,51.67,Yes
CUST00822,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,77.70073268086648,388.5,Yes
CUST00823,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.39561723902243,708.35,No
CUST00824,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.53544910465369,390.43,No
CUST00825,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,61.125881915779246,978.01,Yes
CUST00826,Female,1,Yes,No,24,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.53151332018554,2292.76,No
CUST00827,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.91540061908242,42.92,No
CUST00828,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,73.77674951480692,73.78,Yes
CUST00829,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,62.426478364549425,62.43,No
CUST00830,Female,0,Yes,No,11,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,65.50771039563767,720.58,Yes
CUST00831,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,60.07507053095211,60.08,Yes
CUST00832,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),71.92510683300074,1941.98,No
CUST00833,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.65161923242977,198.26,No
CUST00834,Female,0,No,No,56,No,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.99851734300175,4423.92,No
CUST00835,Male,0,Yes,No,13,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,54.05965184478932,702.78,No
CUST00836,Female,0,No,No,11,No,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,No,Credit card (automatic),69.55797250414399,765.14,No
CUST00837,Male,0,Yes,No,30,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,70.94391835027248,2128.32,No
CUST00838,Male,1,Yes,Yes,24,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,71.572259886409,1717.73,No
CUST00839,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.2729004907306,1066.91,No
CUST00840,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.71147918870786,1820.42,No
CUST00841,Male,0,Yes,No,10,No,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),51.37905842852439,513.79,Yes
CUST00842,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),56.11534346323657,1851.81,No
CUST00843,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,21.89972378775657,197.1,No
CUST00844,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),51.62596186067671,1858.53,No
CUST00845,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.67131128729751,556.03,No
CUST00846,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,39.20686785462729,235.24,Yes
CUST00847,Female,0,No,No,22,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),84.05259263375325,1849.16,No
CUST00848,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,No,Mailed check,51.31963323049972,205.28,No
CUST00849,Male,0,Yes,No,5,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.38828156090127,251.94,Yes
CUST00850,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.23547195104693,421.65,No
CUST00851,Male,0,Yes,Yes,22,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.81007357150128,1601.82,No
CUST00852,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.09206824629714,2380.05,No
CUST00853,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.88352435854738,1141.44,No
CUST00854,Male,1,No,No,35,Yes,No,No,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),99.53682497546276,3483.79,No
CUST00855,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,68.12988619071943,1021.95,Yes
CUST00856,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,29.98116744257242,29.98,No
CUST00857,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,18.0,36.0,No
CUST00858,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),101.0995305640426,1617.59,Yes
CUST00859,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,88.09263870680252,616.65,No
CUST00860,Male,0,No,Yes,4,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,69.47518923255059,277.9,No
CUST00861,Female,0,No,Yes,12,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),68.61810189518604,823.42,No
CUST00862,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.7456277587171,1359.66,No
CUST00863,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,67.42814823239632,606.85,No
CUST00864,Female,0,Yes,Yes,32,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,70.29098230095748,2249.31,No
CUST00865,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),91.08820819129235,2368.29,No
CUST00866,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.66590964488438,2305.31,No
CUST00867,Male,0,Yes,No,72,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.91835500028607,5034.12,No
CUST00868,Female,0,No,No,6,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,70.38521468726928,422.31,No
CUST00869,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.02858718542649,1720.57,Yes
CUST00870,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.60680092132579,3025.06,No
CUST00871,Male,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),62.84309969040192,1068.33,No
CUST00872,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,558.0,No
CUST00873,Female,0,No,No,10,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,82.33488515509127,823.35,Yes
CUST00874,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),92.89002417890823,1579.13,No
CUST00875,Female,0,No,Yes,1,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),58.45906779296847,58.46,No
CUST00876,Male,0,Yes,No,72,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),37.22862001186475,2680.46,No
CUST00877,Female,0,No,No,32,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.415410721458,2829.29,No
CUST00878,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),88.81207589025136,3552.48,No
CUST00879,Male,0,Yes,No,23,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),43.60992803584945,1003.03,No
CUST00880,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,76.87490429181281,307.5,Yes
CUST00881,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),53.607299303308224,53.61,No
CUST00882,Female,0,No,Yes,39,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.59429724153028,2870.18,No
CUST00883,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,99.88432604732036,998.84,No
CUST00884,Female,0,No,No,6,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,76.79794265495461,460.79,No
CUST00885,Female,1,Yes,No,16,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.41543236121771,790.65,Yes
CUST00886,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),51.52996162133006,515.3,No
CUST00887,Male,1,Yes,No,21,No,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,114.5151526489048,2404.82,Yes
CUST00888,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,96.9503767271205,1260.35,No
CUST00889,Female,0,No,No,23,No,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.10017922558687,1244.3,No
CUST00890,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),62.391750980519895,2370.89,No
CUST00891,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,56.42530970199732,225.7,No
CUST00892,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,69.71216680787282,487.99,Yes
CUST00893,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,84.78859779161954,932.67,No
CUST00894,Male,0,No,No,65,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,77.96163644596216,5067.51,No
CUST00895,Female,1,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,82.5708249074398,743.14,Yes
CUST00896,Female,1,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.39393813231972,426.55,Yes
CUST00897,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),67.96316349681948,1427.23,No
CUST00898,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.22435418107841,862.24,No
CUST00899,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,102.95556982477083,6177.33,No
CUST00900,Male,0,No,Yes,44,Yes,No,DSL,No internet service,No,Yes,No,No,No,One year,No,Electronic check,18.0,792.0,No
CUST00901,Male,0,Yes,No,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.61352088144827,1072.59,No
CUST00902,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),95.44637330393658,1908.93,Yes
CUST00903,Female,0,No,No,1,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,18.0,18.0,Yes
CUST00904,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,99.15523692144876,2280.57,No
CUST00905,Male,1,No,Yes,24,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,2880.0,No
CUST00906,Female,0,No,Yes,8,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.60333667542226,556.83,Yes
CUST00907,Female,1,Yes,No,4,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),78.53584506442294,314.14,No
CUST00908,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),40.76770064249402,1997.62,No
CUST00909,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.18169479749511,1278.0,Yes
CUST00910,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.07963107567588,1513.67,Yes
CUST00911,Male,0,Yes,No,1,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,18.0,18.0,No
CUST00912,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),89.15579994862634,891.56,No
CUST00913,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,42.33078164644609,1396.92,No
CUST00914,Female,0,Yes,No,9,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.39716399423323,471.57,Yes
CUST00915,Female,0,Yes,No,18,No,Yes,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,72.23343527367874,1300.2,No
CUST00916,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.6438159201117,262.58,No
CUST00917,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.31251771619041,733.13,No
CUST00918,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.17230615236724,3960.96,No
CUST00919,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),98.64237539351146,1578.28,No
CUST00920,Female,0,No,No,46,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,31.179257308461317,1434.25,No
CUST00921,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),78.39875267305851,3606.34,No
CUST00922,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,69.16992254431788,3942.69,No
CUST00923,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.34429551794539,2670.49,No
CUST00924,Male,0,No,No,1,No,Yes,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.53725111305052,33.54,Yes
CUST00925,Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,74.9141698329839,4045.37,No
CUST00926,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,41.190987835613484,82.38,No
CUST00927,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.816074948726637,22.82,Yes
CUST00928,Female,0,No,No,1,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,60.15830409747816,60.16,No
CUST00929,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,79.81619411754654,638.53,No
CUST00930,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,46.96953232933441,892.42,Yes
CUST00931,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,18.631605530006112,186.32,No
CUST00932,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.360912047652,64.36,Yes
CUST00933,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,94.982505579833,1139.79,Yes
CUST00934,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,46.9611684387716,516.57,No
CUST00935,Female,0,No,No,28,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,30.79869533971621,862.36,No
CUST00936,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),24.96007198851175,149.76,No
CUST00937,Female,0,Yes,No,4,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),47.17461056264003,188.7,No
CUST00938,Male,0,No,No,5,No,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),65.64504368168119,328.23,No
CUST00939,Female,1,No,No,7,No,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,53.23108340328874,372.62,No
CUST00940,Female,0,No,No,18,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,71.3336385681028,1284.01,Yes
CUST00941,Female,1,Yes,No,12,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.69245904516154,812.31,Yes
CUST00942,Male,0,No,Yes,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.9655632927936,719.72,Yes
CUST00943,Female,0,Yes,No,9,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),61.580064733579796,554.22,No
CUST00944,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,80.47718737313876,724.29,Yes
CUST00945,Male,0,Yes,No,71,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.02817829835227,4688.0,No
CUST00946,Male,1,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.52664449782075,347.63,Yes
CUST00947,Male,0,No,No,34,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,69.26633845199555,2355.06,No
CUST00948,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,39.38271418927647,945.19,No
CUST00949,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.88485170149782,62.88,No
CUST00950,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.197489110607826,3542.22,No
CUST00951,Male,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,44.1570432484006,1236.4,No
CUST00952,Female,0,No,No,22,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.88044670802229,1647.37,No
CUST00953,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,77.31154824301785,773.12,No
CUST00954,Female,0,Yes,Yes,16,Yes,No,No,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),49.239128300242854,787.83,No
CUST00955,Male,1,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),82.41904427572655,412.1,No
CUST00956,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.79805610694857,53.8,No
CUST00957,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,87.38593589225763,3145.89,No
CUST00958,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,119.73429053716092,5388.04,No
CUST00959,Female,0,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,76.96415466080867,230.89,Yes
CUST00960,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,62.26225695445258,1867.87,No
CUST00961,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,47.822045065294056,1291.2,No
CUST00962,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.06861310858291,210.21,Yes
CUST00963,Female,1,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,40.55561539129606,405.56,No
CUST00964,Male,0,Yes,Yes,10,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.05637171776178,590.56,Yes
CUST00965,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,42.605204830924,1192.95,No
CUST00966,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,86.0170740489088,3096.61,No
